Employee ID,Age,Gender,Education Level,Marital Status,Tenure,Job Role,Department,Salary,Work Location,Performance Rating,Projects Completed,Training Hours,Promotions,Overtime Hours,Satisfaction Level,Work-Life Balance,Average Monthly Hours Worked,Absenteeism,Distance from Home,Manager Feedback Score,Churn
E07125,31,Male,Master's,Married,9,Manager,Marketing,97579,On-site,5,23,84,0,44,0.24,Average,241,17,38,9.0,0
E07126,45,Male,Master's,Divorced,11,Analyst,IT,77701,On-site,3,39,7,0,30,0.74,Average,219,0,36,5.9,0
E07127,39,Female,Bachelor's,Single,4,Developer,IT,96740,Remote,2,47,32,0,26,0.7,Good,186,5,34,2.6,0
E07128,39,Male,Bachelor's,Married,6,Manager,Sales,86202,Remote,2,21,91,0,31,0.72,Average,208,18,37,3.3,0
E07129,28,Male,High School,Single,14,Sales,HR,120485,On-site,1,5,90,0,21,0.42,Poor,212,11,28,6.8,0
E07130,25,Male,Master's,Married,12,Developer,IT,51864,On-site,2,8,16,0,15,0.38,Poor,168,4,7,4.9,0
E07131,47,Male,Master's,Married,7,Analyst,IT,106747,On-site,2,35,57,0,32,0.59,Good,214,17,7,9.4,0
E07132,26,Male,High School,Single,7,Developer,IT,93987,On-site,4,40,61,1,4,0.27,Average,234,11,28,4.7,0
E07133,37,Female,Master's,Married,2,Developer,IT,106005,On-site,4,11,77,0,36,0.2,Excellent,207,13,35,7.4,0
E07134,56,Female,Bachelor's,Married,2,Developer,Marketing,117052,Hybrid,1,14,29,0,44,0.16,Good,261,11,18,9.1,0
E07135,47,Female,Bachelor's,Single,4,Developer,HR,51925,On-site,4,5,45,1,43,0.39,Average,240,3,34,2.5,0
E07136,39,Female,Master's,Married,4,Developer,IT,136894,Remote,3,45,16,0,15,0.9,Excellent,182,4,5,5.8,0
E07137,50,Female,Bachelor's,Married,1,Manager,IT,110913,On-site,1,14,66,0,5,0.92,Poor,162,16,12,5.9,0
E07138,44,Female,Master's,Single,4,Developer,IT,119487,Hybrid,3,11,56,1,15,0.89,Average,248,6,41,2.6,1
E07139,35,Male,High School,Single,0,Developer,HR,99800,On-site,5,13,5,1,22,0.2,Poor,269,0,44,8.1,0
E07140,36,Female,Bachelor's,Married,10,Analyst,Sales,31073,On-site,4,1,55,0,1,0.59,Good,292,5,3,1.3,0
E07141,54,Male,Bachelor's,Divorced,6,Sales,IT,77209,On-site,3,17,88,0,28,0.65,Poor,222,1,31,4.3,0
E07142,46,Male,Bachelor's,Single,13,Manager,Marketing,147867,Remote,5,26,69,1,43,0.46,Good,263,12,10,3.7,0
E07143,42,Male,Bachelor's,Divorced,14,Sales,Sales,140788,On-site,4,43,99,0,46,0.57,Good,237,9,29,3.7,0
E07144,38,Female,Bachelor's,Single,10,Developer,Sales,115210,Remote,4,16,99,0,24,0.13,Average,206,13,38,1.1,0
E07145,44,Male,Bachelor's,Divorced,6,Developer,IT,143791,Remote,1,43,49,0,43,0.9,Good,216,13,49,8.8,0
E07146,38,Male,Bachelor's,Married,0,Developer,IT,37873,On-site,2,24,66,0,2,0.13,Poor,242,11,41,3.2,0
E07147,35,Male,Master's,Married,2,Developer,HR,30040,On-site,2,42,34,0,4,0.83,Poor,169,8,6,6.7,0
E07148,50,Female,Bachelor's,Married,7,Analyst,HR,103073,On-site,3,5,18,0,23,0.05,Excellent,182,6,13,6.5,0
E07149,41,Female,Bachelor's,Single,12,Developer,IT,31655,On-site,1,35,74,0,41,0.4,Average,205,15,0,2.5,0
E07150,51,Female,Bachelor's,Single,10,Manager,Marketing,83786,On-site,2,42,14,0,12,0.19,Average,213,4,17,5.1,0
E07151,40,Male,Bachelor's,Married,8,Analyst,Sales,40938,On-site,3,24,36,0,42,0.16,Good,197,6,0,3.5,0
E07152,34,Male,High School,Single,2,Sales,IT,80496,Hybrid,3,36,95,0,11,0.67,Average,177,7,5,6.5,0
E07153,39,Female,High School,Married,13,Analyst,Sales,143022,Remote,2,48,30,1,26,0.89,Average,176,7,6,5.6,0
E07154,44,Male,Bachelor's,Divorced,5,Manager,HR,89533,Remote,5,43,54,0,12,0.79,Average,291,6,49,1.1,0
E07155,54,Female,High School,Single,5,Developer,IT,30930,On-site,3,15,85,0,48,0.29,Good,153,2,9,3.5,0
E07156,39,Female,Bachelor's,Married,14,Analyst,IT,44614,On-site,2,7,70,0,41,0.61,Excellent,282,15,9,4.7,0
E07157,30,Female,PhD,Single,5,Analyst,IT,56090,On-site,5,27,0,1,24,0.29,Poor,281,19,40,8.8,1
E07158,54,Female,High School,Married,4,Developer,IT,140613,Remote,2,42,95,1,7,0.09,Good,292,13,27,8.3,0
E07159,53,Male,Master's,Single,5,Developer,IT,121674,On-site,3,6,53,0,10,0.12,Average,262,16,25,9.1,0
E07160,38,Male,High School,Single,5,Analyst,HR,124641,On-site,5,27,84,0,19,0.17,Average,190,0,23,6.3,0
E07161,40,Female,Bachelor's,Married,9,Developer,IT,72849,Remote,3,30,33,0,22,0.66,Average,205,13,45,3.8,0
E07162,48,Male,Bachelor's,Married,5,Sales,IT,146917,On-site,2,29,71,0,34,0.13,Good,245,18,31,4.5,1
E07163,27,Male,Master's,Married,12,Sales,IT,88032,On-site,1,2,26,0,16,0.58,Good,201,8,21,3.4,0
E07164,56,Male,High School,Married,7,Developer,IT,107658,On-site,1,44,42,0,8,0.0,Average,160,13,4,3.3,0
E07165,58,Male,Bachelor's,Married,13,Manager,HR,38162,Remote,2,4,86,0,44,0.73,Poor,296,1,22,7.4,1
E07166,55,Male,High School,Married,10,Analyst,IT,98948,Hybrid,4,40,15,0,12,0.26,Average,251,2,40,7.6,0
E07167,41,Male,Bachelor's,Single,5,Developer,Sales,48534,Remote,5,34,77,0,20,0.57,Good,161,5,18,4.5,0
E07168,46,Female,Master's,Single,11,Analyst,IT,71858,Remote,1,3,24,0,48,0.35,Average,199,6,12,4.7,0
E07169,25,Female,Master's,Single,2,Sales,IT,141256,Hybrid,2,24,68,1,22,0.53,Average,275,19,13,6.4,0
E07170,31,Female,Master's,Single,6,Analyst,Sales,139038,On-site,4,8,2,0,39,0.19,Poor,226,4,49,5.9,0
E07171,31,Female,Bachelor's,Single,5,Developer,HR,120435,On-site,3,46,67,0,49,0.62,Excellent,209,10,10,5.0,1
E07172,45,Male,Master's,Single,13,Manager,HR,134248,On-site,3,40,74,0,34,0.88,Average,160,1,40,2.4,0
E07173,42,Male,Bachelor's,Married,10,Analyst,IT,90174,On-site,3,32,71,0,43,0.58,Average,218,17,45,1.6,0
E07174,32,Male,High School,Single,8,Developer,Sales,99314,On-site,2,4,58,0,27,0.44,Average,202,12,30,5.1,1
E07175,48,Female,Master's,Married,3,Developer,Marketing,143290,On-site,5,38,96,0,9,0.47,Poor,257,19,43,4.1,0
E07176,37,Female,Bachelor's,Married,0,Developer,IT,36658,On-site,2,5,60,0,20,0.4,Average,196,16,39,2.2,1
E07177,47,Male,High School,Divorced,5,Manager,IT,35107,On-site,4,7,85,0,42,0.24,Good,184,15,34,9.4,0
E07178,51,Male,High School,Single,8,Developer,HR,78657,Remote,5,26,14,0,3,0.38,Excellent,292,15,39,4.4,0
E07179,37,Female,Bachelor's,Married,12,Developer,IT,96413,On-site,3,43,60,0,41,0.42,Average,173,14,47,7.4,0
E07180,28,Female,Bachelor's,Married,7,Manager,Marketing,36836,Hybrid,1,34,11,0,42,0.69,Average,287,1,41,3.7,0
E07181,37,Female,Bachelor's,Divorced,1,Analyst,HR,122424,Remote,1,23,62,0,32,0.32,Average,296,18,32,1.5,0
E07182,56,Male,Master's,Single,2,Developer,IT,148398,Remote,1,34,23,0,9,0.38,Poor,255,7,34,9.0,0
E07183,37,Male,Master's,Single,7,Analyst,IT,145022,Remote,4,26,70,0,25,0.62,Excellent,167,8,5,8.7,0
E07184,33,Female,Master's,Single,11,Developer,IT,52631,Remote,3,39,23,0,28,0.79,Average,283,3,35,1.3,0
E07185,56,Female,Bachelor's,Single,10,Analyst,IT,130167,On-site,1,31,77,0,17,0.84,Average,165,9,9,8.2,0
E07186,42,Female,Master's,Married,8,Developer,Sales,36055,Remote,5,14,61,0,13,0.6,Good,174,17,7,9.8,1
E07187,57,Female,Master's,Married,7,Analyst,IT,36583,Remote,1,45,12,1,23,0.46,Good,183,9,15,1.5,0
E07188,38,Female,Bachelor's,Single,14,Developer,IT,149141,On-site,4,7,9,0,33,0.66,Average,233,19,9,8.4,0
E07189,53,Female,Bachelor's,Single,9,Analyst,IT,136172,Remote,1,30,64,0,41,0.03,Poor,205,10,40,7.7,0
E07190,27,Male,Bachelor's,Single,0,Analyst,Sales,91196,On-site,4,43,4,0,28,0.56,Poor,211,0,36,3.4,1
E07191,45,Male,High School,Single,2,Analyst,IT,83166,On-site,4,7,97,0,33,0.31,Average,282,10,22,7.4,1
E07192,48,Female,Bachelor's,Divorced,12,Manager,IT,127609,On-site,5,38,46,0,41,0.52,Average,273,16,49,4.1,1
E07193,41,Male,Bachelor's,Married,10,Manager,IT,63387,Remote,4,29,7,0,43,0.29,Average,290,4,37,3.5,0
E07194,46,Female,High School,Single,7,Analyst,IT,136205,Hybrid,2,23,50,0,7,0.18,Poor,215,10,15,2.2,0
E07195,23,Female,High School,Single,0,Manager,Marketing,39604,Remote,3,37,77,0,30,0.24,Poor,207,8,8,9.3,0
E07196,30,Other,Bachelor's,Divorced,11,Manager,HR,100997,On-site,4,1,36,0,36,0.74,Average,270,4,33,5.1,0
E07197,49,Male,Master's,Single,6,Sales,IT,141458,Hybrid,2,46,80,0,34,0.38,Poor,186,9,37,3.3,1
E07198,59,Male,Master's,Married,3,Analyst,Marketing,46644,On-site,2,31,42,0,25,0.72,Average,299,11,12,3.1,0
E07199,24,Female,Bachelor's,Divorced,11,Analyst,IT,123945,On-site,1,47,85,0,38,0.75,Poor,239,17,11,3.6,1
E07200,41,Female,Bachelor's,Married,6,Analyst,Sales,106171,Hybrid,5,6,56,0,7,0.02,Average,238,16,27,6.2,0
E07201,27,Female,Bachelor's,Single,3,Developer,Sales,79058,Remote,1,32,43,1,33,0.94,Average,208,18,37,6.9,1
E07202,54,Male,High School,Single,7,Developer,HR,32644,Remote,5,22,64,0,41,0.1,Average,233,0,29,7.7,0
E07203,22,Male,High School,Divorced,11,Analyst,HR,116425,On-site,1,28,48,0,31,0.47,Average,223,16,29,2.5,0
E07204,58,Female,Master's,Single,5,Analyst,Sales,68272,On-site,1,45,38,1,23,0.95,Average,231,13,38,4.7,1
E07205,27,Female,Bachelor's,Single,9,Developer,HR,50208,On-site,2,31,75,0,8,0.16,Average,252,2,49,1.1,0
E07206,55,Female,Master's,Married,9,Sales,IT,118201,Remote,3,44,29,0,17,0.19,Good,244,8,18,1.8,0
E07207,36,Male,Master's,Married,12,Developer,IT,42709,On-site,2,48,92,0,13,0.23,Good,195,9,8,3.3,1
E07208,47,Male,High School,Married,7,Manager,IT,95687,On-site,1,47,79,0,18,0.83,Average,276,9,2,1.1,1
E07209,35,Male,Bachelor's,Single,11,Developer,HR,135587,On-site,3,28,65,0,33,0.84,Average,177,0,2,2.2,0
E07210,28,Female,Bachelor's,Married,0,Manager,IT,102414,Remote,1,11,50,0,20,0.9,Poor,288,2,35,4.9,0
E07211,52,Female,Bachelor's,Single,8,Developer,IT,101404,On-site,1,37,78,0,40,0.51,Average,261,6,10,4.4,0
E07212,45,Male,Bachelor's,Single,10,Analyst,HR,111966,Hybrid,3,1,45,1,10,0.9,Good,169,17,30,6.8,0
E07213,52,Male,PhD,Married,11,Analyst,HR,70790,On-site,2,6,7,0,13,0.27,Good,182,19,20,2.7,1
E07214,50,Female,Master's,Single,14,Developer,IT,103556,Remote,4,39,5,0,40,0.61,Poor,172,6,44,3.1,0
E07215,53,Male,Master's,Single,14,Developer,IT,107057,On-site,1,7,58,0,48,0.43,Average,209,15,47,4.7,0
E07216,38,Female,High School,Single,8,Developer,IT,37540,Remote,4,18,4,0,10,0.29,Good,261,18,26,6.8,0
E07217,35,Female,High School,Married,5,Manager,IT,138126,On-site,2,36,77,0,34,0.76,Poor,222,3,38,9.5,1
E07218,57,Male,High School,Married,12,Developer,HR,78507,Remote,4,8,67,0,35,0.74,Poor,201,9,27,6.8,0
E07219,45,Male,Bachelor's,Married,8,Developer,IT,138161,On-site,2,14,2,0,36,0.75,Average,295,7,27,1.0,0
E07220,48,Female,Bachelor's,Married,5,Manager,Sales,82381,Remote,4,24,31,0,22,0.6,Poor,251,19,35,8.6,1
E07221,46,Male,Bachelor's,Married,5,Analyst,IT,98760,On-site,4,11,87,0,10,0.34,Poor,183,1,45,3.9,0
E07222,53,Male,Bachelor's,Married,12,Developer,IT,52896,On-site,1,2,61,0,12,0.67,Average,260,5,8,3.3,0
E07223,39,Female,Master's,Single,3,Analyst,Marketing,134018,On-site,3,10,87,1,40,0.2,Average,255,14,0,7.3,0
E07224,39,Female,Master's,Single,2,Developer,HR,69101,Remote,3,31,29,1,8,0.25,Good,162,17,21,7.6,0
E07225,58,Female,High School,Married,2,Developer,IT,49197,On-site,2,23,48,0,6,0.96,Poor,227,7,22,5.1,0
E07226,47,Male,Master's,Single,1,Sales,Sales,39472,On-site,1,8,11,0,5,0.54,Excellent,280,19,17,5.9,0
E07227,30,Male,Bachelor's,Single,3,Sales,IT,49931,On-site,4,20,88,0,6,0.72,Poor,172,13,34,7.2,1
E07228,56,Male,Bachelor's,Married,8,Analyst,Marketing,104942,Remote,2,31,49,0,10,0.46,Good,172,7,37,9.7,0
E07229,29,Male,Master's,Married,6,Analyst,IT,77059,On-site,3,5,81,0,12,0.0,Poor,227,18,29,7.0,0
E07230,41,Female,High School,Married,2,Analyst,Sales,129514,On-site,4,19,17,0,30,0.51,Average,202,12,8,3.1,0
E07231,43,Male,Master's,Married,7,Manager,IT,113567,On-site,1,37,92,0,0,0.54,Good,252,8,12,7.4,0
E07232,40,Female,Bachelor's,Married,13,Analyst,Marketing,115301,On-site,2,43,46,0,29,0.1,Average,248,3,33,7.8,0
E07233,51,Male,Master's,Divorced,12,Developer,HR,94452,On-site,5,15,62,0,3,0.21,Average,164,17,0,1.6,0
E07234,49,Male,PhD,Single,13,Developer,IT,48870,Hybrid,1,27,43,1,4,0.13,Average,296,10,13,1.3,1
E07235,56,Other,Bachelor's,Married,12,Developer,Sales,82829,On-site,2,21,20,0,20,0.88,Good,179,18,0,8.7,0
E07236,32,Male,High School,Single,8,Manager,IT,103686,On-site,4,42,47,0,23,0.03,Good,248,10,26,1.5,0
E07237,52,Male,High School,Single,0,Developer,Sales,146009,Hybrid,2,22,65,0,36,0.76,Good,200,14,6,2.5,0
E07238,57,Male,Bachelor's,Married,11,Developer,Sales,67850,Hybrid,1,32,31,0,36,0.43,Average,200,18,7,9.2,0
E07239,51,Male,High School,Single,0,Analyst,Sales,102500,On-site,3,6,93,0,43,0.0,Poor,269,16,15,1.9,0
E07240,44,Male,Master's,Single,8,Analyst,IT,30233,On-site,3,11,44,0,31,0.45,Average,178,3,22,2.8,0
E07241,40,Male,Bachelor's,Married,8,Developer,Marketing,65904,Remote,1,18,50,0,39,0.98,Average,205,0,29,2.0,1
E07242,33,Female,PhD,Single,6,Analyst,HR,148408,On-site,4,46,52,0,23,0.45,Average,273,12,8,6.5,1
E07243,36,Female,Master's,Married,2,Sales,IT,142753,Remote,3,49,27,0,38,0.27,Poor,243,14,42,7.7,0
E07244,52,Female,High School,Single,3,Developer,IT,56674,Hybrid,5,13,88,0,6,0.92,Poor,193,8,19,8.6,0
E07245,58,Male,Bachelor's,Single,6,Analyst,Sales,64009,On-site,5,24,61,0,8,0.08,Average,164,3,32,3.1,0
E07246,58,Female,Bachelor's,Married,14,Analyst,Sales,108197,On-site,5,28,28,0,28,0.76,Average,198,15,27,1.8,0
E07247,36,Male,Bachelor's,Married,8,Manager,Sales,115007,Remote,2,6,60,0,47,0.25,Poor,226,12,32,9.0,0
E07248,50,Female,Bachelor's,Married,14,Developer,IT,38005,Remote,4,19,7,0,21,0.71,Good,228,5,25,3.7,0
E07249,47,Female,High School,Married,7,Developer,IT,54765,Remote,4,30,45,0,12,0.14,Good,178,2,32,8.2,1
E07250,23,Male,Bachelor's,Married,7,Developer,HR,76825,On-site,3,36,30,0,44,0.05,Average,172,12,12,9.5,0
E07251,41,Female,Bachelor's,Married,0,Developer,IT,60756,Remote,1,41,65,0,48,0.68,Poor,197,19,37,1.2,0
E07252,36,Female,Master's,Single,5,Developer,IT,36588,Remote,5,37,61,0,2,0.38,Excellent,273,4,26,6.5,0
E07253,25,Female,Master's,Single,5,Analyst,Sales,47080,On-site,5,35,17,0,32,0.99,Average,180,18,30,7.8,1
E07254,43,Male,Bachelor's,Single,14,Developer,IT,30172,On-site,1,37,54,0,4,0.56,Average,204,6,19,6.5,0
E07255,59,Female,High School,Single,4,Developer,IT,139899,On-site,1,35,84,0,8,0.05,Average,270,9,14,8.0,0
E07256,44,Female,Master's,Single,10,Analyst,IT,149895,On-site,5,20,36,0,25,0.14,Poor,160,3,4,9.1,0
E07257,47,Male,PhD,Single,0,Sales,HR,149421,Hybrid,1,19,85,0,10,0.9,Good,189,18,25,2.3,0
E07258,32,Female,Bachelor's,Married,2,Developer,Sales,35373,On-site,2,40,29,1,11,0.07,Average,234,16,6,3.6,0
E07259,49,Male,Bachelor's,Married,11,Manager,Sales,38056,On-site,3,46,82,0,25,0.54,Poor,276,14,17,2.5,0
E07260,23,Male,High School,Single,3,Developer,Sales,42673,On-site,2,48,20,0,11,0.02,Poor,158,17,21,2.4,0
E07261,29,Female,Bachelor's,Married,13,Sales,IT,40718,On-site,5,36,77,0,37,0.72,Average,237,15,46,5.6,1
E07262,50,Female,Bachelor's,Married,9,Developer,Sales,131156,Remote,3,36,12,0,11,0.14,Good,276,6,47,6.5,0
E07263,32,Female,Bachelor's,Single,6,Analyst,HR,106725,On-site,3,32,98,0,34,0.18,Average,295,1,30,4.9,0
E07264,58,Female,Bachelor's,Married,14,Sales,Marketing,83161,On-site,3,29,18,0,40,0.28,Good,283,16,21,8.5,0
E07265,39,Male,Bachelor's,Single,4,Manager,Marketing,40524,Remote,4,17,3,0,39,0.0,Average,299,2,46,5.7,1
E07266,35,Male,High School,Married,1,Developer,HR,72816,On-site,4,49,20,0,15,0.52,Excellent,237,12,42,4.7,0
E07267,31,Female,Bachelor's,Single,2,Manager,Marketing,51227,On-site,3,1,23,0,22,0.97,Excellent,184,2,12,6.7,0
E07268,56,Male,Master's,Married,12,Analyst,IT,79357,Remote,4,43,44,0,16,0.69,Good,254,7,0,8.2,0
E07269,30,Female,Bachelor's,Married,13,Sales,IT,35031,On-site,2,9,12,0,47,0.95,Good,295,2,13,8.3,0
E07270,56,Female,PhD,Married,0,Developer,IT,132512,On-site,5,48,21,0,7,0.13,Poor,277,5,48,2.6,0
E07271,32,Male,Bachelor's,Married,13,Developer,HR,63546,On-site,5,8,86,0,24,0.24,Average,171,18,1,1.6,0
E07272,33,Male,Bachelor's,Married,5,Analyst,Sales,106729,On-site,5,21,48,1,40,0.35,Poor,179,0,6,6.9,0
E07273,24,Female,High School,Single,12,Sales,Marketing,37391,On-site,1,22,47,1,49,0.74,Excellent,182,2,47,4.3,0
E07274,35,Female,Bachelor's,Married,12,Analyst,HR,58947,On-site,2,41,16,0,20,1.0,Average,274,13,30,7.4,0
E07275,49,Female,Bachelor's,Married,7,Manager,Sales,50161,Hybrid,5,49,19,0,27,0.86,Average,194,16,46,5.3,1
E07276,32,Female,Bachelor's,Married,3,Developer,Sales,95950,On-site,5,4,31,0,36,0.59,Average,188,0,14,7.1,0
E07277,46,Male,Master's,Divorced,1,Analyst,HR,84660,On-site,5,46,49,0,44,0.58,Average,236,14,8,3.1,0
E07278,42,Male,Master's,Single,11,Manager,IT,106127,Remote,5,16,61,0,26,0.77,Average,215,14,46,5.5,1
E07279,31,Male,High School,Single,3,Sales,Sales,119137,Remote,4,33,14,0,14,0.19,Average,158,5,31,5.3,0
E07280,36,Male,Master's,Married,9,Developer,HR,90456,On-site,4,43,41,0,38,0.82,Good,235,9,45,1.8,1
E07281,40,Male,Bachelor's,Single,3,Sales,Sales,66350,On-site,2,7,10,0,45,0.74,Average,274,6,1,7.5,0
E07282,43,Male,Bachelor's,Single,4,Developer,Sales,54073,On-site,2,38,36,0,6,0.07,Average,210,6,48,8.8,0
E07283,42,Male,Bachelor's,Married,2,Manager,IT,72996,On-site,5,22,67,0,39,0.04,Average,150,9,6,1.1,0
E07284,53,Male,Bachelor's,Single,8,Manager,IT,81892,Remote,5,12,37,0,18,0.15,Good,202,3,39,6.2,1
E07285,44,Male,High School,Single,6,Sales,IT,84115,On-site,5,41,80,0,38,0.65,Poor,245,0,17,6.8,0
E07286,34,Female,Bachelor's,Divorced,8,Manager,IT,142816,On-site,1,44,60,0,2,0.95,Good,284,19,26,8.3,0
E07287,26,Female,Bachelor's,Single,14,Developer,Sales,52937,Hybrid,3,17,60,1,42,0.11,Average,223,16,17,4.9,0
E07288,25,Male,Bachelor's,Single,6,Analyst,HR,67995,On-site,4,49,92,1,48,0.61,Average,193,12,33,5.6,0
E07289,49,Female,High School,Single,11,Developer,IT,62322,Remote,5,25,14,0,19,0.59,Good,153,1,8,4.6,1
E07290,35,Male,High School,Married,9,Analyst,IT,138579,On-site,1,15,27,0,40,0.17,Average,270,3,4,8.0,0
E07291,29,Female,High School,Married,12,Manager,HR,65165,On-site,1,45,86,0,46,0.26,Excellent,193,12,12,3.8,1
E07292,30,Male,Bachelor's,Single,3,Developer,IT,147926,On-site,1,37,66,0,4,0.54,Poor,168,1,34,2.8,0
E07293,56,Female,Master's,Single,4,Analyst,IT,101994,On-site,4,42,20,0,21,0.34,Excellent,214,1,3,4.0,0
E07294,58,Male,Bachelor's,Married,12,Developer,IT,121926,On-site,3,49,28,0,32,0.16,Poor,174,8,37,7.1,0
E07295,42,Female,Bachelor's,Single,6,Developer,HR,44614,Hybrid,5,8,60,0,3,0.43,Average,168,1,19,5.3,0
E07296,39,Male,Bachelor's,Divorced,14,Developer,Marketing,35034,On-site,5,37,15,0,3,0.09,Average,277,3,45,7.9,1
E07297,54,Female,Master's,Married,5,Analyst,Marketing,104339,On-site,3,5,42,0,37,0.58,Good,213,6,27,6.9,1
E07298,29,Male,High School,Single,14,Developer,HR,122952,On-site,4,4,23,0,12,0.14,Poor,240,17,37,3.5,0
E07299,38,Male,High School,Married,8,Sales,HR,87683,Hybrid,1,9,95,0,4,0.73,Good,248,0,38,4.2,0
E07300,52,Female,Bachelor's,Single,2,Developer,Sales,67947,On-site,5,22,30,0,29,0.55,Poor,232,19,28,5.1,0
E07301,55,Male,PhD,Single,7,Developer,IT,95637,Remote,1,5,97,0,16,0.08,Good,229,19,29,4.2,0
E07302,27,Female,Bachelor's,Single,10,Developer,IT,97232,On-site,3,12,84,0,18,0.22,Good,177,11,6,5.7,0
E07303,43,Male,High School,Married,9,Developer,IT,62928,Remote,5,8,12,0,49,0.43,Good,202,15,37,8.8,0
E07304,35,Male,Bachelor's,Single,10,Analyst,IT,61717,On-site,5,37,24,0,22,0.39,Good,222,13,12,1.8,1
E07305,24,Female,High School,Single,3,Sales,IT,127070,On-site,5,31,5,0,10,0.83,Poor,259,1,38,1.2,0
E07306,33,Male,High School,Single,8,Manager,Sales,114512,On-site,2,15,85,0,20,0.63,Good,166,15,46,6.3,0
E07307,57,Male,Master's,Married,0,Sales,IT,66133,On-site,3,16,78,0,22,0.89,Average,240,10,23,9.8,1
E07308,33,Female,Bachelor's,Single,4,Analyst,IT,104903,On-site,3,31,42,0,25,0.55,Average,278,12,29,9.9,0
E07309,23,Female,Bachelor's,Single,11,Analyst,Sales,140024,Hybrid,1,31,81,0,29,0.31,Poor,174,1,33,6.5,0
E07310,23,Female,Bachelor's,Married,3,Developer,Sales,129678,Remote,4,3,94,0,45,0.03,Average,177,12,15,9.0,0
E07311,36,Male,Bachelor's,Married,4,Analyst,IT,59541,Hybrid,5,11,50,1,8,0.21,Poor,242,6,40,6.3,0
E07312,44,Female,Bachelor's,Married,5,Analyst,Sales,79115,On-site,5,27,74,0,21,0.26,Poor,264,13,22,7.9,0
E07313,50,Male,Bachelor's,Single,13,Developer,Sales,121862,On-site,5,5,88,0,20,0.09,Average,208,13,8,6.0,0
E07314,38,Male,Bachelor's,Married,12,Developer,IT,130125,On-site,3,3,40,0,8,0.53,Poor,237,9,48,7.5,1
E07315,53,Female,High School,Married,0,Manager,Marketing,132865,Remote,5,46,88,1,32,0.64,Good,151,18,47,7.7,0
E07316,28,Male,Bachelor's,Single,7,Analyst,IT,39273,Remote,3,7,81,0,36,0.05,Poor,177,19,42,3.0,0
E07317,51,Male,Master's,Married,14,Analyst,HR,78857,Remote,4,28,34,0,25,0.35,Average,295,13,24,3.6,1
E07318,49,Male,High School,Married,11,Analyst,IT,34448,On-site,4,26,43,1,14,0.03,Average,273,16,47,8.6,1
E07319,35,Female,Master's,Married,10,Developer,IT,76010,On-site,3,21,13,1,19,0.73,Average,158,8,11,9.1,0
E07320,51,Female,High School,Divorced,2,Manager,IT,84904,Remote,5,49,55,0,30,0.5,Poor,263,17,45,6.1,1
E07321,38,Female,Bachelor's,Married,6,Analyst,Sales,141759,Remote,3,45,83,0,37,0.69,Good,188,9,9,4.0,0
E07322,53,Male,Bachelor's,Single,6,Developer,HR,114956,On-site,5,46,57,1,27,0.62,Average,224,11,13,8.9,1
E07323,27,Female,Bachelor's,Married,8,Developer,Marketing,149439,On-site,5,46,42,0,26,0.85,Good,283,1,29,8.2,0
E07324,45,Female,High School,Single,10,Developer,Sales,90832,On-site,2,2,58,0,42,0.88,Good,186,9,4,4.0,0
E07325,27,Male,Master's,Married,10,Manager,Marketing,117334,On-site,3,48,54,0,0,0.56,Good,270,16,47,1.2,0
E07326,48,Male,PhD,Single,6,Developer,IT,77661,On-site,1,8,36,0,10,0.46,Good,266,2,15,5.1,0
E07327,39,Male,High School,Single,11,Developer,IT,107294,Remote,1,25,33,0,40,0.99,Good,233,1,5,3.8,1
E07328,45,Male,Master's,Married,7,Developer,IT,40661,On-site,4,11,45,0,48,0.19,Poor,270,7,41,8.4,0
E07329,58,Female,Bachelor's,Married,3,Analyst,Sales,72134,Remote,5,10,47,0,20,0.64,Poor,196,13,12,7.9,0
E07330,45,Male,Master's,Married,9,Sales,IT,136521,On-site,5,11,89,0,3,0.62,Good,245,9,29,7.3,0
E07331,59,Male,High School,Married,3,Developer,Marketing,93280,Remote,2,37,39,0,37,0.96,Average,203,17,29,4.4,0
E07332,55,Female,Master's,Single,9,Developer,IT,137088,On-site,5,25,19,0,40,0.09,Average,197,7,30,2.3,0
E07333,36,Female,High School,Married,7,Developer,Sales,102300,Remote,4,46,41,0,27,0.95,Average,195,2,25,3.9,0
E07334,32,Female,Master's,Married,13,Analyst,HR,104007,On-site,3,18,71,0,27,0.76,Average,205,3,13,9.1,1
E07335,43,Male,Bachelor's,Married,3,Analyst,HR,94126,On-site,3,15,63,0,27,0.13,Average,157,1,28,8.6,1
E07336,45,Male,Bachelor's,Married,12,Developer,Marketing,106394,Remote,4,29,22,1,18,0.2,Poor,287,11,46,2.6,0
E07337,22,Male,High School,Single,3,Analyst,Sales,54402,Remote,2,4,50,0,24,0.28,Good,221,4,16,9.9,0
E07338,39,Male,Master's,Married,9,Analyst,Marketing,100825,On-site,3,36,98,0,42,0.68,Poor,196,6,24,6.7,0
E07339,33,Male,Bachelor's,Married,2,Manager,HR,98733,On-site,4,8,11,0,5,0.75,Good,264,17,34,2.7,0
E07340,49,Female,Bachelor's,Single,11,Developer,Marketing,102218,On-site,5,30,50,0,18,0.74,Average,165,7,41,7.3,0
E07341,28,Male,Bachelor's,Married,2,Developer,Sales,91569,Remote,3,1,2,0,18,0.65,Average,250,7,34,2.6,0
